,Spot size (Âµm),Fe57_mean,Pb204_mean,Pb206_mean,Pb207_mean,Pb208_mean,Th232_mean,U238_mean,TotalBeam_mean,BeamSeconds_mean,Mask_mean,Fe57_CPS_mean,Pb204_CPS_mean,Pb206_CPS_mean,Pb207_CPS_mean,Pb208_CPS_mean,Th232_CPS_mean,U238_CPS_mean,TotalBeam_CPS_mean,Pb206/U238_mean,Pb206/U238 age_mean,Pb207/U235_mean,Pb207/U235 age_mean,Pb208/Th232_mean,Pb208/Th232 age_mean,DC Pb206/U238_mean,DC Pb206/U238_prop2SE,DC Pb206/U238 age_mean,DC Pb207/U235_mean,DC Pb207/U235_prop2SE,DC Pb207/U235 age_mean,DC Pb208/Th232_mean,DC Pb208/Th232 age_mean,DC Pb207/Pb206_mean,DC Pb207/Pb206_prop2SE,DC Pb207/Pb206 age_mean,DC U238/Pb206_mean,Raw U/Th_mean,Final Pb206/U238_mean,Final Pb206/U238_prop2SE,Final Pb206/U238 age_mean,Final Pb206/U238 age_prop2SE,Final Pb207/U235_mean,Final Pb207/U235_prop2SE,Final Pb207/U235 age_mean,Final Pb207/U235 age_prop2SE,Final Pb207/Pb206_mean,Final Pb207/Pb206_prop2SE,Final Pb207/Pb206 age_mean,Final Pb207/Pb206 age_prop2SE,Final U238/Pb206_mean,Final U238/Pb206_prop2SE,rho 206Pb/238U v 207Pb/235U,rho 207Pb/206Pb v 238U/206Pb,
GQ2_1-36,60,715.532,5353.21,4.50704,3.94366,14.0845,1.40845,2.53521,6095.22,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-46,60,211.274,3963.98,5.91549,5.91549,11.2676,2.8169,0.84507,4202.02,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-47,60,1163.46,4140.8,9.85915,13.2394,21.1268,1.40845,40,5389.9,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
HFO-48,60,1357.89,4022.45,14.3662,14.6479,14.0845,2.8169,39.4366,5465.69,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
RAK-18,30,340.865,5446.91,4.78873,5.35211,12.6761,0,2.8169,5813.41,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500-31,30,228.173,4116.85,6.47887,8.16901,7.04225,2.8169,2.8169,4372.34,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
91500-32,30,185.918,4044.99,7.88732,5.6338,14.0845,4.22535,4.22535,4266.97,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
NIST 610-17,30,225.356,4347.2,9.01408,7.60563,14.0845,0,9.8593,4613.12,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
GQ2_1-37,60,194.369,4802.99,9.01408,5.6338,16.9014,2.8169,5.91549,5037.64,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,nan,nan,,nan,nan,nan,nan,,nan,nan,nan,nan,,nan,,nan,,nan,,nan,,nan,,nan,,nan,nan,
Fe-Grab sample
Fe-Grab-1,60,2.40911e+07,5874.37,2740.85,1610.83,3338.78,9.49721,579.227,2.41053e+07,20.8935,1,2.40907e+07,-30.5608,2733.6,1602.95,3325.88,8.67548,577.103,2.40991e+07,4.95701,11417.6,396.093,6056.4,-3721.53,72692.8,11.782,0.564855,16258.3,316.711,16.8845,5828.72,-3721.53,72692.8,0.583193,0.0132597,4448.24,0.0899842,-653.699,4.59321,0.220095,10965.9,252.932,368.982,19.6649,5983.37,49.4247,0.590837,0.0134337,4467.22,33.0406,0.230525,0.011579,0.878728,-0.0804471,
Fe-Grab-2,60,2.53249e+07,5825.46,307.843,173.185,347.463,208.429,704.022,2.53325e+07,21.105,1,2.53242e+07,105.489,301.342,166.504,333.586,208.6,701.776,2.53261e+07,0.480597,2460.34,37.9457,3529.03,173.312,35588,1.12245,0.0861777,4743.15,30.489,3.82287,3313.39,173.312,35588,0.569311,0.0441628,4057.99,1.02047,323.431,0.438532,0.0336722,2304.42,142.112,35.5793,4.46015,3463.68,89.8341,0.576688,0.0447348,4071.08,105.842,2.60906,0.169239,0.240218,0.00259106,
Fe-Grab-3,60,1.97729e+07,5696.79,512.748,279.778,621.486,70.3911,781.693,1.9781e+07,21.105,1,1.97718e+07,16.8812,506.058,273.9,607.897,69.9928,777.098,1.97742e+07,0.746032,3429.73,56.2956,3922.09,-917.181,35906.8,1.81958,0.170456,6238.79,47.5233,4.96011,3705.65,-917.181,35906.8,0.542288,0.0311568,4187.45,0.77529,-1090.19,0.712104,0.0666958,3284.4,238.572,55.5272,5.79482,3858.65,118.261,0.549219,0.0315555,4206.28,81.2855,1.97843,0.195104,0.4809,0.0999697,
Fe-Grab-4,60,2.2473e+07,5455.83,219.331,137.304,279.1,20.904,272.557,2.24794e+07,20.9995,1,2.24723e+07,291.291,210.855,132.467,266.521,19.4502,272.54,2.24735e+07,0.907011,3741.45,85.5035,4152,-146.771,26888.8,2.27488,0.355715,6603.1,73.8125,14.7039,3934.46,-146.771,26888.8,0.665836,0.0545043,4161.57,0.794975,-142.559,0.891734,0.139402,3607.05,354.122,86.3346,17.196,4089.15,141.078,0.674199,0.0551889,4173.58,114.472,2.02538,0.254772,0.969721,0.361418,
Fe-Grab-5,60,2.13925e+07,5870.21,544.817,283.577,634.654,158.99,1273.55,2.14013e+07,20.8935,1,2.1392e+07,-79.27,537.081,278.24,624.456,157.671,1270.96,2.13948e+07,0.486255,2404.97,33.5567,3470.83,-104.504,29188.9,1.14163,0.103375,4634.65,27.548,2.73299,3254.53,-104.504,29188.9,0.530127,0.0279386,4177.3,1.09554,-196.699,0.454136,0.0411101,2302.14,153.422,32.4943,3.22307,3415.09,84.0938,0.535118,0.0282022,4186.21,72.039,2.75253,0.204805,0.922262,0.177777,
Fe-Grab-6,60,2.21128e+07,5604.53,213.597,138.193,288.769,31.8436,511.409,2.21196e+07,21.1056,1,2.21116e+07,44.8198,206.918,132.61,278.397,30.407,508.569,2.21128e+07,0.412897,2147.89,37.7833,3484.19,-111.538,29134.6,1.01643,0.104191,4230.57,31.1058,3.78929,3257.77,-111.538,29134.6,0.697174,0.0677001,4015.24,1.29124,-234.368,0.404953,0.0415048,2092.66,171.467,36.7333,4.47425,3417.83,126.802,0.703558,0.0683189,4020.96,149.554,3.23969,0.291605,0.778709,0.571207,
Fe-Grab-7,60,2.24392e+07,5741.26,484.504,272.07,569.46,100,662.634,2.24471e+07,21.1056,1,2.24382e+07,180.605,477.459,265.794,558.264,99.1618,659.983,2.24405e+07,0.76665,3575.42,56.2337,4031.05,-231.638,29659.4,1.82279,0.133735,6463.98,44.3911,3.21212,3811.58,-231.638,29659.4,0.55847,0.031775,4214.47,0.633127,-259.31,0.727297,0.0533479,3424.44,180.03,52.4849,3.79734,3977.5,82.6443,0.563449,0.0320586,4222.69,80.6833,1.58642,0.100295,0.475282,0.257659,
Fe-Grab-8,60,2.27542e+07,5941.01,185.258,104.773,240.681,34.4828,348.161,2.27612e+07,20.8935,1,2.27538e+07,151.586,178.795,97.7769,225.849,32.6398,345.187,2.27549e+07,0.89426,3140.3,74.1286,3774.1,-89.7344,21469.3,2.35039,0.586954,5810.5,64.0042,18.7678,3558.5,-89.7344,21469.3,0.588201,0.0535738,3954.98,0.978776,-119.822,0.941895,0.235192,2979.9,300.686,75.9463,22.2669,3725.21,153.343,0.593037,0.0540145,3959.81,139.978,2.44286,0.258486,0.953876,0.334908,
Fe-Grab-9,60,2.37113e+07,5780.16,295.03,146.4,337.505,103.352,812.471,2.37189e+07,20.8935,1,2.37104e+07,38.7719,288.555,139.691,324.563,101.008,810.206,2.37121e+07,0.366672,1981.15,25.2778,3177.57,-38.6521,23885.9,0.852277,0.053698,3885.29,19.8175,1.90624,2951.83,-38.6521,23885.9,0.519239,0.0371055,4003.07,1.29291,-119.906,0.341908,0.0215405,1868.47,100.626,23.5383,2.26391,3127.24,84.2756,0.523428,0.0374051,4015.14,105.205,3.22419,0.224012,0.859021,0.215105,
Fe-Grab-10,60,2.50875e+07,5668.73,249.72,150.515,350.289,102.826,321.812,2.50945e+07,21.1056,1,2.50866e+07,77.1771,242.648,144.545,339.781,100.636,318.056,2.5088e+07,0.841712,3696.45,73.5935,4145.34,-50.8486,22800.5,2.06445,0.236339,6583.7,60.32,8.09497,3927.46,-50.8486,22800.5,0.649188,0.0539682,4126.76,0.728487,-50.0096,0.828828,0.0948722,3598.04,288.428,71.6957,9.62047,4098.1,134.709,0.654339,0.054396,4132.13,114.07,1.81535,0.186752,0.853274,0.127334,
Fe-Grab-11,60,2.40552e+07,5129.22,498.335,310.729,679.566,52.809,564.105,2.40627e+07,20.8935,1,2.40541e+07,-107.771,491.949,304.911,670.122,51.1618,562.032,2.40563e+07,0.995747,4236.65,84.7866,4359.63,-214.851,38308.8,2.32869,0.209074,7330.62,67.1637,6.36909,4150.62,-214.851,38308.8,0.632225,0.034462,4386.84,0.543126,-190.347,0.935578,0.0839928,4055.49,248.477,79.8858,7.57514,4323.54,92.4129,0.63717,0.0347316,4386.37,66.413,1.35275,0.116206,0.097552,0.0554259,
Fe-Grab-12,60,2.13678e+07,5020.41,384.007,244.807,501.69,50.8571,458.998,2.13745e+07,21.105,1,2.13662e+07,57.1218,377.896,239.145,491.95,49.845,456.703,2.13679e+07,0.81866,3756.58,75.5835,4272.16,-221.512,34241.9,1.95041,0.153412,6732.87,60.4836,5.18972,4052.55,-221.512,34241.9,0.691007,0.051767,4325.5,0.609638,-216.531,0.783908,0.0616563,3643.17,219.966,71.971,6.17523,4225.57,91.7559,0.696355,0.0521672,4331.72,88.6633,1.5179,0.120395,0.4635,0.477772,
Fe-Grab-13,60,2.59909e+07,4752.25,901.737,559.221,1238.7,122.347,789.636,2.59994e+07,20.8935,1,2.59896e+07,-10.0927,894.844,552.986,1228.55,122.088,787.045,2.59933e+07,1.24604,5090.81,104.235,4667.48,-1508.63,43623,2.91255,0.218234,8544.72,84.5863,6.69427,4435.47,-1508.63,43623,0.627713,0.0256677,4464.36,0.382692,-901.946,1.17083,0.0877277,4871.86,233.978,100.677,7.96738,4610.06,68.8883,0.632535,0.025865,4475.52,51.0193,0.952746,0.058992,0.825175,0.26321,
Fe-Grab-14,60,2.43468e+07,4724.04,312.232,172.572,397.75,15.4286,524.369,2.43531e+07,20.8935,1,2.43452e+07,136.351,304.735,165.753,386.819,15.3041,523.121,2.43469e+07,0.648084,3069.32,47.3507,3776.21,-5964.59,46575.6,1.49676,0.135328,5643,37.5626,3.93527,3548.13,-5964.59,46575.6,0.559908,0.0401921,4024.64,0.846444,-6680.85,0.601643,0.0543967,2957.39,214.722,44.7098,4.68406,3731.2,116.714,0.564193,0.0404997,4036.09,112.403,2.10755,0.185513,0.826647,0.438716,
Fe-Grab-15,60,2.7061e+07,4633.32,783.511,462.834,987.059,34.0782,960.038,2.7069e+07,20.8935,1,2.70592e+07,50.6055,775.986,456.46,975.559,33.2387,957.084,2.70626e+07,0.837196,3759.58,68.2545,4169.64,-690.182,45499.7,1.97085,0.196667,6646.6,55.0425,6.60353,3912.13,-690.182,45499.7,0.599333,0.0299669,4317.17,0.634047,-834.247,0.791941,0.0790316,3563.44,236.761,65.5036,7.85896,4084.69,99.7062,0.603918,0.0301962,4328.38,61.3935,1.57929,0.122849,0.933382,0.0814796,
Fe-Grab-16,60,2.50239e+07,4667.87,542.059,342.062,779.576,43.7501,865.484,2.50314e+07,20.9995,1,2.50227e+07,-126.862,534.853,336.69,768.591,42.2043,861.887,2.50253e+07,0.843175,3773.25,74.7719,4188.29,-348.613,37141.3,1.9566,0.186668,6577.53,60.0619,6.58536,3968.9,-348.613,37141.3,0.638951,0.0295301,4417.8,0.692278,-388.97,0.785706,0.0749614,3566.44,253.162,71.4444,7.83367,4141.03,110.089,0.643857,0.0297569,4421.41,63.4935,1.72541,0.153997,0.905407,-0.0297838,
Fe-Grab-17,60,2.24362e+07,4965.47,387.827,228.045,471.358,40.4494,648.063,2.2443e+07,20.8935,1,2.24353e+07,-89.5416,380.374,222.85,461.403,38.0508,645.686,2.2437e+07,0.651363,3138.54,52.5838,3918.71,-123.868,30946.8,1.51587,0.124441,5717.56,42.0372,3.78193,3702.44,-123.868,30946.8,0.606526,0.0371185,4269.98,0.774717,-168.211,0.608112,0.0499258,2956.03,183.814,49.9655,4.4954,3872.86,93.7665,0.611221,0.0374058,4276.37,85.0076,1.93282,0.144008,0.802699,0.431994,
Fe-Grab-18,60,2.10741e+07,4901.2,287.687,159.774,325.146,32.0225,708.047,2.1081e+07,21.105,1,2.10729e+07,22.6981,279.352,153.272,315.547,28.8207,705.493,2.10748e+07,0.413331,2084.37,31.3452,3211.68,-69.4617,23393.4,0.994228,0.112234,4088.64,25.8337,6.4546,3028.08,-69.4617,23393.4,0.573607,0.0719947,3841.54,1.50472,-156.22,0.398351,0.0449701,2017.65,158.47,30.6759,7.66422,3191.05,125.299,0.578098,0.0725585,3853.42,133.901,3.7591,0.434924,0.815532,0.00606002,
Fe-Grab-19,60,2.22024e+07,4928.98,287.824,112.882,225.992,14.3678,1233.63,2.22092e+07,20.8935,1,2.22011e+07,112.915,279.727,106.487,216.661,10.9555,1230.97,2.22031e+07,0.36812,1834.44,26.0137,2382.52,-45.3512,25507.1,0.949716,0.154958,3679.56,23.4214,5.27089,2244.86,-45.3512,25507.1,0.364758,0.0451228,3091.57,2.62164,-304.272,0.379958,0.0620076,1847.16,249.418,27.7793,6.25214,2370.31,245.851,0.367654,0.0454806,3104.71,223.292,6.56017,0.812607,0.943271,0.446692,
Fe-Grab-20,60,2.08496e+07,4956.77,191.844,65.7627,123.564,46.0674,1410.23,2.08565e+07,20.8935,1,2.08483e+07,34.0478,184.95,60.1879,115.646,43.2372,1406.72,2.08503e+07,0.190483,1039.73,14.5027,1961.92,-29.195,14987.2,0.485376,0.096489,2189.4,13.174,4.08293,1805.43,-29.195,14987.2,0.431581,0.0709475,3251.1,3.91343,-237.127,0.1938,0.0385383,1007.8,156.418,15.6002,4.83548,1946.11,206.025,0.435074,0.0715218,3264.19,204.93,9.81109,1.03659,0.705018,0.151307,
Fe-Grab-21,60,2.49194e+07,4826.45,610.406,320.115,627.859,46.0674,1537.09,2.49274e+07,21.1056,1,2.4918e+07,17.8405,603.971,313.863,621.972,44.3667,1534.08,2.49212e+07,0.450202,2334.3,31.4538,3444.5,-238.295,34999.2,1.01484,0.0723128,4439.32,25.3404,2.53693,3195.95,-238.295,34999.2,0.533839,0.0297692,4128.35,1.12021,-534.344,0.404136,0.0288069,2161.13,131.394,29.9378,2.9983,3357.5,87.2179,0.538265,0.0300159,4140.64,81.2836,2.81444,0.192253,0.829372,0.0211392,
Fe-Grab-22,60,2.38879e+07,4736.41,238.637,117.627,237.146,51.1236,1002.84,2.38943e+07,21.105,1,2.38864e+07,53.3993,231.375,112.661,231.546,50.6969,1000.13,2.38882e+07,0.241081,1358.83,17.7136,2719.94,-341.41,23206.8,0.584215,0.0592328,2814.99,15.0297,2.31945,2519.54,-341.41,23206.8,0.490753,0.0400337,3827.3,2.22086,-1487.24,0.232034,0.023541,1302.78,112.569,17.7173,2.73542,2669.19,122.825,0.494929,0.0403737,3840.25,135.391,5.59506,0.496239,0.893559,0.411621,
Fe-Grab-23,60,2.35543e+07,4698.07,398.321,234.526,535.768,31.6092,586.907,2.35608e+07,21.1056,1,2.35528e+07,134.689,391.947,230.899,527.864,31.5121,584.097,2.35548e+07,0.716439,3364.13,59.0282,4039.72,-18379.4,40097.4,1.69538,0.144601,6078.34,45.6552,3.73959,3810.89,-18379.4,40097.4,0.621034,0.039373,4292.51,0.69928,-18809.1,0.671102,0.0572661,3163.71,180.475,53.6553,4.39595,3980.46,81.5969,0.626485,0.0397184,4295.64,76.4305,1.767,0.117953,0.270365,0.165361,
Fe-Grab-24,60,2.38878e+07,4612.48,194.432,108.686,242.941,36.3636,534.345,2.38936e+07,21.105,1,2.38866e+07,-210.342,188.827,103.925,232.4,35.5459,531.91,2.38875e+07,0.384702,2018.78,28.9634,3285.81,-226.059,21502.5,0.909931,0.0931153,3935.5,23.5223,2.87718,3058.51,-226.059,21502.5,0.620023,0.0602077,4007.53,1.38405,-487.031,0.358872,0.0367412,1898.23,150.798,27.5574,3.37257,3223.47,109.382,0.62565,0.0607548,4021.11,121.916,3.50978,0.287924,0.904986,0.651154,
Fe-Grab-25,60,1.94519e+07,5329.85,542.372,305.314,718.104,101.676,979.819,1.946e+07,20.8935,1,1.94516e+07,400.146,534.7,299.592,704.342,100.589,980.6,1.94547e+07,0.544832,2737.81,44.4513,3737.35,-212.983,34234.6,1.31402,0.104628,5189.01,36.7858,4.22077,3507.01,-212.983,34234.6,0.583086,0.0309331,4309.38,0.908721,-269.595,0.515983,0.0411245,2601.34,161.367,42.9298,4.92937,3658.05,94.2084,0.588591,0.0312248,4318.85,70.0536,2.31468,0.190382,0.980263,0.113161,
Fe-Grab-26,60,2.42044e+07,5648.42,422.801,234.744,530.522,56.25,709.683,2.4212e+07,20.8935,1,2.4204e+07,-82.0514,415.328,229.845,520.053,54.3202,707.961,2.42059e+07,0.602183,2904.05,46.0276,3826.91,-127.387,32799.2,1.40334,0.104365,5455.17,37.6462,3.31164,3608.06,-127.387,32799.2,0.594788,0.0334169,4262.92,0.818794,-186.82,0.52653,0.0391851,2655.64,153.401,42.071,3.70317,3717.28,84.6774,0.601922,0.0338177,4275.66,86.6565,2.18327,0.151864,0.640761,0.24213,
Fe-Grab-27,60,2.04024e+07,5489.07,634.43,265.457,589.848,343.338,2716.28,2.04126e+07,21.1056,1,2.04018e+07,-48.3371,626.617,262.192,577.916,341.739,2714.22,2.04063e+07,0.233627,1338.49,13.6816,2635.49,2.68132,21466.5,0.557996,0.04161,2785.52,11.3218,1.17202,2420.24,2.68132,21466.5,0.434387,0.0261467,3868.92,2.01447,10.5648,0.208723,0.0155782,1203.81,77.6182,12.6118,1.30649,2518.85,78.9553,0.439585,0.0264596,3886.91,85.3461,5.389,0.323213,0.783689,-0.0423306,
Fe-Grab-28,60,2.30185e+07,5410.56,408.387,230.84,579.908,303.47,635.046,2.30265e+07,20.8935,1,2.30175e+07,39.9718,401.09,227.311,567.428,302.901,633.435,2.30201e+07,0.628512,3089.08,49.3948,3873.81,-281.919,21825.1,1.53101,0.116182,5771.72,40.457,3.51626,3659.06,-281.919,21825.1,0.573455,0.0358463,4160.55,0.776384,-375.356,0.571151,0.0433673,2842.35,174.177,44.9321,3.90694,3762.14,96.6779,0.580278,0.0362727,4178.11,84.4225,2.08296,0.155941,0.672455,0.306068,
Fe-Grab-29,60,2.27344e+07,5336.64,218.978,102.989,247.433,31.8436,772.09,2.27412e+07,21.105,1,2.27331e+07,129.884,212.173,97.8606,234.893,31.9805,769.868,2.27346e+07,0.277394,1547.28,17.9841,2814.08,1363.94,109061,0.668542,0.0683967,3174.13,14.9951,1.95168,2613.35,1363.94,109061,0.516311,0.0486067,3767.5,2.03935,4263.29,0.248804,0.0254663,1383.59,120.815,16.609,2.16265,2706.97,122.252,0.522401,0.0491797,3761.49,158.601,5.48554,0.558881,0.747221,0.737532,
Fe-Grab-30,60,2.27891e+07,5314.49,335.06,86.5171,142.374,42.0455,2467.05,2.27975e+07,21.105,1,2.27881e+07,128.231,329.29,79.7315,129.978,41.7346,2463.38,2.27913e+07,0.145495,867.842,6.29184,1557.38,-386.825,30643.9,0.339873,0.022096,1857.07,4.86451,1.14388,1388.91,-386.825,30643.9,0.26186,0.0445517,2450.06,3.28026,-7747.3,0.126204,0.00820555,760.363,46.0084,5.37464,1.26428,1456.19,129.311,0.264914,0.0450714,2470.87,240.79,8.8425,0.579316,0.389914,-0.0383337,
Fe-Grab-31,60,2.28436e+07,5145.74,166.034,111.364,244.512,0,104.091,2.28495e+07,20.8935,1,2.28427e+07,39.4578,159.909,103.651,232.954,-1.2699,101.694,2.28434e+07,2.04795,6229.21,200.379,5004.65,-178.116,33592.9,5.00805,0.779107,10003.9,168.919,28.4614,4785.39,-178.116,33592.9,0.786459,0.0764581,4030.28,0.406436,-75.6235,1.85648,0.288843,5869.12,519.093,186.239,31.385,4882.76,171.071,0.795512,0.0773377,4002.07,184.348,1.09787,0.153281,0.893947,0.331759,
Fe-Grab-32,60,2.3587e+07,5331.09,89.8269,46.5517,134.661,11.9318,195.336,2.35929e+07,21.105,1,2.3586e+07,227.544,82.1236,39.4828,124.06,10.07,192.261,2.35868e+07,1.21437,3713.81,82.8359,4006.52,-62.3528,29925.4,3.05469,0.84754,6576.37,74.5531,25.107,3813.89,-62.3528,29925.4,0.523183,0.118606,3638.3,1.36364,-82.6054,1.13082,0.313784,3626.1,608.114,82.0547,27.6343,3905.31,262.32,0.529116,0.119951,3655.72,170.552,3.68971,0.891537,0.88601,0.274198,
Fe-Grab-33,60,2.34351e+07,5155.46,513.084,86.3636,130.115,58.523,4319.79,2.34454e+07,21.1056,1,2.34341e+07,-2.28843,505.393,79.9572,120.035,56.6044,4317.04,2.34393e+07,0.126423,750.203,4.04416,1283.47,-28.219,21318.1,0.300201,0.0244477,1653.55,3.54314,0.812671,1154.83,-28.219,21318.1,0.199898,0.0268643,2269.49,3.74761,-1506.75,0.110983,0.00904087,670.723,50.1511,3.89317,0.893093,1212.16,123.203,0.202129,0.0271648,2289.76,234.723,10.1519,0.650318,0.837451,-0.316593,
Fe-Grab-34,60,2.37675e+07,4984.09,272.318,176.115,380.233,18.5393,383.939,2.37738e+07,21.1056,1,2.37664e+07,-181.186,265.57,170.091,369.945,17.1365,382.513,2.37675e+07,0.811638,3706.83,75.1609,4269.89,-212.636,30959.5,1.93106,0.176541,6574.65,59.4924,5.2591,4049.54,-212.636,30959.5,0.737341,0.0608644,4248.95,0.678483,-207.046,0.713253,0.0652067,3336.65,226.908,65.2739,5.76984,4141.71,96.8675,0.745411,0.0615292,4259,97.1909,1.83961,0.177265,0.503058,0.239961,
Fe-Grab-35,60,2.48625e+07,5315.25,555.632,323.671,678.676,72.0673,1131.64,2.48706e+07,20.8935,1,2.48611e+07,36.5633,549.24,317.943,667.836,71.6569,1130.04,2.4864e+07,0.632418,3065.18,50.4738,3843.15,-692.547,38009.6,1.47011,0.115272,5682.5,41.285,3.65493,3628.15,-692.547,38009.6,0.588594,0.0313077,4304.9,0.849552,-910.051,0.542695,0.0425538,2760.62,185.816,45.2556,4.00669,3718.21,104.261,0.594916,0.0316444,4316.28,72.0907,2.30491,0.211289,0.778613,0.00148592,
Fe-Grab-36,60,2.46389e+07,5269.22,338.975,196.046,443.191,227.073,993.6,2.46466e+07,20.8935,1,2.46382e+07,102.259,332.32,190.442,432.336,227.075,990.81,2.46408e+07,0.393613,2090.69,31.8362,3383.85,753.066,63946.9,0.944474,0.0848589,4134.47,25.8742,2.78698,3173.27,753.066,63946.9,0.592416,0.0389558,4173.5,1.33775,-2681.31,0.348568,0.0313183,1864.87,140.099,28.3448,3.05326,3260.99,109.146,0.598657,0.0393667,4183.48,94.3304,3.63035,0.296992,0.823622,0.204228,
Fe-Grab-37,60,2.40253e+07,4759.25,210.692,122.401,266.864,14.1243,582.014,2.40313e+07,21.105,1,2.40246e+07,68.1705,203.723,115.976,256.032,13.8421,579.2,2.40259e+07,0.380315,1958.99,27.1961,3107.45,-803.987,43077.4,0.940355,0.127529,3848.86,23.1718,4.1817,2903.26,-803.987,43077.4,0.567746,0.0673637,3804.56,1.76074,-1738.26,0.347077,0.0470677,1735.73,174.923,25.3767,4.57967,3006.72,151.519,0.573602,0.0680585,3820.31,164.541,4.7776,0.573876,0.933276,0.82962,
Fe-Grab-38,60,2.39973e+07,4651.66,429.952,151.38,348.564,38.4181,2428.48,2.40055e+07,21.1056,1,2.3996e+07,66.0079,424.053,144.385,337.951,38.2986,2426.57,2.39996e+07,0.172859,1016.09,8.3132,2158.91,-2433.95,35881.7,0.412468,0.033364,2167.92,6.55185,0.877632,1929.91,-2433.95,35881.7,0.360963,0.0319985,3500.35,2.78153,-14453.6,0.152304,0.012318,900.938,64.4843,7.176,0.961193,2033.34,107.575,0.364615,0.0323222,3516.1,135.952,7.5438,0.478368,0.89545,0.16911,
Fe-Grab-39,60,2.39946e+07,4554.4,292.335,186.034,417.23,17.5141,294.416,2.40004e+07,20.8929,1,2.39932e+07,-7.82804,287.654,179.386,407.446,17.4123,293.222,2.39944e+07,1.1747,4852.51,102.861,4516.82,-4018.92,33231,2.68666,0.242565,8058.15,78.9232,8.30987,4296.8,-4018.92,33231,0.669462,0.050849,4184.1,0.48892,-3369.82,0.992846,0.0896511,4330.84,298.488,86.4845,9.10647,4388.02,112.99,0.676117,0.051355,4198.78,104.442,1.32496,0.124657,0.678388,0.25289,
Fe-Grab-40,60,2.42549e+07,4678.77,640.686,282.923,593.836,66.6667,2225.9,2.42635e+07,21.105,1,2.42535e+07,73.9711,634.547,276.397,585.406,66.2173,2224.05,2.42574e+07,0.366812,1949.54,23.5513,3012.55,-623.009,34386.2,0.833214,0.0639266,3767.29,18.065,1.78313,2800.79,-623.009,34386.2,0.448472,0.0275918,3897.87,1.45464,-2972.24,0.30825,0.0236558,1693.95,113.147,19.813,1.95591,2887.36,106.863,0.452857,0.0278611,3912.58,94.8178,3.93738,0.291413,0.68524,-0.189373,
Fe-Grab-41,60,2.18878e+07,4625.82,417.213,233.709,533.158,48.8636,802.948,2.18945e+07,21.105,1,2.18867e+07,-21.6614,409.959,226.407,525.755,48.5952,800.899,2.18888e+07,0.549407,2757.23,42.9416,3703.42,-1178.97,32434.1,1.34773,0.114998,5235.5,36.0698,3.75844,3488.11,-1178.97,32434.1,0.572157,0.0318674,4190.95,0.978712,-1871.22,0.49923,0.0425842,2531.89,183.075,39.6024,4.12547,3579.44,106.729,0.577675,0.032175,4199.91,89.216,2.64453,0.259859,0.767336,0.196501,
Fe-Grab-42,60,2.39233e+07,4635.82,240.449,137.966,332.029,15.6977,363.847,2.39291e+07,20.8935,1,2.39222e+07,23.419,233.225,129.697,324.432,15.8015,362.173,2.39234e+07,0.679313,3049.64,57.9107,3728.17,2559.43,131716,1.61669,0.240106,5482.27,47.6574,10.6407,3493.05,2559.43,131716,0.615937,0.0715671,3794.84,1.07318,2804.29,0.599939,0.0890709,2744.53,269.724,52.4107,11.6982,3584.85,156.556,0.62181,0.0722501,3800.16,175.627,2.89472,0.396148,0.871435,0.575225,
